utility_name,respondent_id,year,customer_id,customer_name,customers,sales,revenues
"Centerpoint Energy Houston Electric, LLC",68,2010,2,commercial,265044,22254205,487477153
"Centerpoint Energy Houston Electric, LLC",68,2010,3,industrial,2043,27999494,200196209
"Centerpoint Energy Houston Electric, LLC",68,2010,4,public_street_and_highway_lighting,782,165108,27576777
"Centerpoint Energy Houston Electric, LLC",68,2010,6,residential,1864611,26554308,818820757
"Centerpoint Energy Houston Electric, LLC",68,2009,2,commercial,263587,21896974,463302528
"Centerpoint Energy Houston Electric, LLC",68,2009,3,industrial,2070,27702242,198601136
"Centerpoint Energy Houston Electric, LLC",68,2009,4,public_street_and_highway_lighting,778,164685,27596990
"Centerpoint Energy Houston Electric, LLC",68,2009,6,residential,1843268,24815397,757007600
"Centerpoint Energy Houston Electric, LLC",68,2008,2,commercial,262556,21227926,446405458
"Centerpoint Energy Houston Electric, LLC",68,2008,3,industrial,2065,29192442,206861465
"Centerpoint Energy Houston Electric, LLC",68,2008,4,public_street_and_highway_lighting,784,161350,26654309
"Centerpoint Energy Houston Electric, LLC",68,2008,6,residential,1814960,24258255,668951547
"Centerpoint Energy Houston Electric, LLC",68,2007,2,commercial,259683,20954413,426355265
"Centerpoint Energy Houston Electric, LLC",68,2007,3,industrial,2085,31052005,199643699
"Centerpoint Energy Houston Electric, LLC",68,2007,4,public_street_and_highway_lighting,788,161136,26654815
"Centerpoint Energy Houston Electric, LLC",68,2007,6,residential,1773319,23981086,651690018
"Centerpoint Energy Houston Electric, LLC",68,2006,2,commercial,257273,20252275,413778912
"Centerpoint Energy Houston Electric, LLC",68,2006,3,industrial,2097,31509699,192995459
"Centerpoint Energy Houston Electric, LLC",68,2006,4,public_street_and_highway_lighting,786,160209,27174476
"Centerpoint Energy Houston Electric, LLC",68,2006,5,rate_refunds,3882,,-32000000
"Centerpoint Energy Houston Electric, LLC",68,2006,6,residential,1732656,23954744,659443680
"Centerpoint Energy Houston Electric, LLC",68,2005,2,commercial,252664,19823446,406766361
"Centerpoint Energy Houston Electric, LLC",68,2005,3,industrial,2070,29284869,203208298
"Centerpoint Energy Houston Electric, LLC",68,2005,4,public_street_and_highway_lighting,784,157138,26818433
"Centerpoint Energy Houston Electric, LLC",68,2005,6,residential,1683100,24923995,682713565
Idaho Power Co.,70,2020,2,commercial,91470,5966256,445695226
Idaho Power Co.,70,2020,3,industrial,127,3369260,181631234
Idaho Power Co.,70,2020,4,public_street_and_highway_lighting,3767,30187,3816533
Idaho Power Co.,70,2020,5,rate_refunds,3882,,-7774230
Idaho Power Co.,70,2020,6,residential,484432,5462557,548813944
Idaho Power Co.,70,2020,1,sales_for_resale,3882,1887139,66090671
Idaho Power Co.,70,2019,2,commercial,90164,5819993,428953227
Idaho Power Co.,70,2019,3,industrial,127,3412410,181871403
Idaho Power Co.,70,2019,4,public_street_and_highway_lighting,3488,31652,3850765
Idaho Power Co.,70,2019,5,rate_refunds,3882,,-8440245
Idaho Power Co.,70,2019,6,residential,471298,5272659,528572308
Idaho Power Co.,70,2019,1,sales_for_resale,3882,2850922,101908387
Idaho Power Co.,70,2018,2,commercial,88929,6049156,466201600
Idaho Power Co.,70,2018,3,industrial,118,3370566,191175361
Idaho Power Co.,70,2018,4,public_street_and_highway_lighting,3280,32224,4032545
Idaho Power Co.,70,2018,5,rate_refunds,3882,,-19972541
Idaho Power Co.,70,2018,6,residential,459128,5134576,533062028
Idaho Power Co.,70,2018,1,sales_for_resale,3882,2863637,79156537
Idaho Power Co.,70,2017,2,commercial,87675,5838862,465145591
Idaho Power Co.,70,2017,3,industrial,120,3345712,195124244
Idaho Power Co.,70,2017,4,public_street_and_highway_lighting,2995,31812,4079095
Idaho Power Co.,70,2017,5,rate_refunds,3882,,-10706040
Idaho Power Co.,70,2017,6,residential,448800,5354568,552333276
Idaho Power Co.,70,2017,1,sales_for_resale,3882,2135649,33381940
Idaho Power Co.,70,2016,2,commercial,86621,5916649,455158518
Idaho Power Co.,70,2016,3,industrial,121,3243344,182590036
Idaho Power Co.,70,2016,4,public_street_and_highway_lighting,2797,31405,3996825
Idaho Power Co.,70,2016,5,rate_refunds,3882,,-10706040
Idaho Power Co.,70,2016,6,residential,440362,5004352,514953833
Idaho Power Co.,70,2016,1,sales_for_resale,3882,1185879,25204985
Idaho Power Co.,70,2015,2,commercial,85560,6059428,466541569
Idaho Power Co.,70,2015,3,industrial,119,3195786,182254287
Idaho Power Co.,70,2015,4,public_street_and_highway_lighting,2592,32103,4039381
Idaho Power Co.,70,2015,5,rate_refunds,3882,,-13865518
Idaho Power Co.,70,2015,6,residential,432275,4977176,512068335
Idaho Power Co.,70,2015,1,sales_for_resale,3882,1254136,30887261
Idaho Power Co.,70,2014,2,commercial,84425,5877580,453982593
Idaho Power Co.,70,2014,3,industrial,116,3217070,182675224
Idaho Power Co.,70,2014,4,public_street_and_highway_lighting,2380,32641,4133623
Idaho Power Co.,70,2014,5,rate_refunds,3882,,-18348408
Idaho Power Co.,70,2014,6,residential,425036,4965076,500194726
Idaho Power Co.,70,2014,1,sales_for_resale,3882,2220419,77164887
Idaho Power Co.,70,2013,2,commercial,83439,6040697,436445539
Idaho Power Co.,70,2013,3,industrial,117,3181866,165918266
Idaho Power Co.,70,2013,4,public_street_and_highway_lighting,2205,31478,3828398
Idaho Power Co.,70,2013,5,rate_refunds,3882,,-18735088
Idaho Power Co.,70,2013,6,residential,418892,5365313,513914273
Idaho Power Co.,70,2013,1,sales_for_resale,3882,1683327,54472513
Idaho Power Co.,70,2012,2,commercial,82485,5881587,375354223
Idaho Power Co.,70,2012,3,industrial,118,3132573,145054266
Idaho Power Co.,70,2012,4,public_street_and_highway_lighting,2069,31798,3588495
Idaho Power Co.,70,2012,5,rate_refunds,3882,,-17809784
Idaho Power Co.,70,2012,6,residential,413610,5039358,431555478
Idaho Power Co.,70,2012,1,sales_for_resale,3882,2183262,61534224
Idaho Power Co.,70,2011,2,commercial,82045,5458954,322307065
Idaho Power Co.,70,2011,3,industrial,123,3099743,140701371
Idaho Power Co.,70,2011,4,public_street_and_highway_lighting,1578,29720,3289385
Idaho Power Co.,70,2011,5,rate_refunds,3882,,-37734709
Idaho Power Co.,70,2011,6,residential,409786,5146013,405981556
Idaho Power Co.,70,2011,1,sales_for_resale,3882,3634924,101602140
Idaho Power Co.,70,2010,2,commercial,81571,5439730,338716361
Idaho Power Co.,70,2010,3,industrial,124,3075379,138394166
Idaho Power Co.,70,2010,4,public_street_and_highway_lighting,1459,30016,3278628
Idaho Power Co.,70,2010,5,rate_refunds,3882,,-10667522
Idaho Power Co.,70,2010,6,residential,407551,4967379,400606630
Idaho Power Co.,70,2010,1,sales_for_resale,3882,1981936,78133502
Idaho Power Co.,70,2009,2,commercial,81532,5476690,339240028
Idaho Power Co.,70,2009,3,industrial,127,3140209,141529986
Idaho Power Co.,70,2009,4,public_street_and_highway_lighting,1372,30938,3230165
Idaho Power Co.,70,2009,5,rate_refunds,3882,,2551647
Idaho Power Co.,70,2009,6,residential,405144,5300443,409479319
Idaho Power Co.,70,2009,1,sales_for_resale,3882,2836028,94373321
Idaho Power Co.,70,2008,2,commercial,80636,5860422,305854293
Idaho Power Co.,70,2008,3,industrial,122,3355202,122302388
Idaho Power Co.,70,2008,4,public_street_and_highway_lighting,1257,30833,2892343
Idaho Power Co.,70,2008,5,rate_refunds,3882,,-9979836
Idaho Power Co.,70,2008,6,residential,402520,5297257,353261718
Idaho Power Co.,70,2008,1,sales_for_resale,3882,2048234,121428825
Idaho Power Co.,70,2007,2,commercial,78670,5831537,256206389
Idaho Power Co.,70,2007,3,industrial,126,3453633,101409337
Idaho Power Co.,70,2007,4,public_street_and_highway_lighting,1012,29489,2479808
Idaho Power Co.,70,2007,5,rate_refunds,3882,,-1075534
Idaho Power Co.,70,2007,6,residential,397286,5227166,308207698
Idaho Power Co.,70,2007,1,sales_for_resale,3882,2743647,154948157
Idaho Power Co.,70,2006,2,commercial,76343,5368218,231430314
Idaho Power Co.,70,2006,3,industrial,130,3475157,102958015
Idaho Power Co.,70,2006,4,public_street_and_highway_lighting,789,28172,2392957
Idaho Power Co.,70,2006,5,rate_refunds,3882,,-1211251
Idaho Power Co.,70,2006,6,residential,387707,5067767,299593554
Idaho Power Co.,70,2006,1,sales_for_resale,3882,5820823,260717491
Idaho Power Co.,70,2005,2,commercial,74448,5077227,247103087
Idaho Power Co.,70,2005,3,industrial,129,3422616,118259189
Idaho Power Co.,70,2005,4,public_street_and_highway_lighting,640,28694,2419886
Idaho Power Co.,70,2005,5,rate_refunds,3882,,400102
Idaho Power Co.,70,2005,6,residential,373602,4760275,299487636
Idaho Power Co.,70,2005,1,sales_for_resale,3882,2773852,142794426
Illinois Power Co.,71,2010,2,commercial,65315,4762984,233155385
Illinois Power Co.,71,2010,3,industrial,215,4736146,27925487
Illinois Power Co.,71,2010,8,public_authorities,5655,191014,11778177
Illinois Power Co.,71,2010,4,public_street_and_highway_lighting,362,68563,7637742
Illinois Power Co.,71,2010,5,rate_refunds,3882,,10401921
Illinois Power Co.,71,2010,6,residential,537951,4769462,525516824
Illinois Power Co.,71,2010,1,sales_for_resale,3882,,149205
Illinois Power Co.,71,2009,2,commercial,65377,6086890,324031641
Illinois Power Co.,71,2009,3,industrial,207,5488030,23122867
Illinois Power Co.,71,2009,8,public_authorities,5534,252494,19634162
Illinois Power Co.,71,2009,4,public_street_and_highway_lighting,361,96673,10912607
Illinois Power Co.,71,2009,5,rate_refunds,3882,,-13590709
Illinois Power Co.,71,2009,6,residential,545333,5466278,573033239
Illinois Power Co.,71,2009,1,sales_for_resale,3882,,492237
Illinois Power Co.,71,2008,2,commercial,69046,6087501,350363970
Illinois Power Co.,71,2008,3,industrial,233,6100990,28051835
Illinois Power Co.,71,2008,8,public_authorities,5828,255772,21837605
Illinois Power Co.,71,2008,4,public_street_and_highway_lighting,355,97209,9227159
Illinois Power Co.,71,2008,5,rate_refunds,3882,,-4680437
Illinois Power Co.,71,2008,6,residential,551068,5718209,564757384
Illinois Power Co.,71,2008,1,sales_for_resale,3882,,175864
Illinois Power Co.,71,2007,2,commercial,65859,6159691,357681074
Illinois Power Co.,71,2007,3,industrial,189,6102667,32543189
Illinois Power Co.,71,2007,8,public_authorities,5912,265097,21531442
Illinois Power Co.,71,2007,4,public_street_and_highway_lighting,353,106581,9224423
Illinois Power Co.,71,2007,5,rate_refunds,3882,,-1646306
Illinois Power Co.,71,2007,6,residential,541223,5858993,539805969
Illinois Power Co.,71,2007,1,sales_for_resale,3882,2210,916324
Illinois Power Co.,71,2006,2,commercial,67170,5669095,411198922
Illinois Power Co.,71,2006,3,industrial,204,6837639,239575949
Illinois Power Co.,71,2006,8,public_authorities,5937,274118,18404458
Illinois Power Co.,71,2006,4,public_street_and_highway_lighting,353,105368,7580694
Illinois Power Co.,71,2006,6,residential,542546,5658054,436335854
Illinois Power Co.,71,2006,1,sales_for_resale,1,,174441
Illinois Power Co.,71,2005,2,commercial,62769,4644116,348956960
Illinois Power Co.,71,2005,3,industrial,262,8060461,240728908
Illinois Power Co.,71,2005,8,public_authorities,5496,279302,18526879
Illinois Power Co.,71,2005,4,public_street_and_highway_lighting,87,106110,7627329
Illinois Power Co.,71,2005,6,residential,536665,5888469,448115876
Illinois Power Co.,71,2005,1,sales_for_resale,3,10953,522271
Indiana-Kentucky Electric Corp.,72,2020,1,sales_for_resale,1,4519321,236501982
Indiana-Kentucky Electric Corp.,72,2019,1,sales_for_resale,1,5722980,264778887
Indiana-Kentucky Electric Corp.,72,2018,1,sales_for_resale,1,6311468,258738544
Indiana-Kentucky Electric Corp.,72,2017,1,sales_for_resale,1,6032062,273016055
Indiana-Kentucky Electric Corp.,72,2016,1,sales_for_resale,1,4985411,248795894
Indiana-Kentucky Electric Corp.,72,2015,1,sales_for_resale,3882,5186234,260051143
Indiana-Kentucky Electric Corp.,72,2014,1,sales_for_resale,3882,5936251,286755186
Indiana-Kentucky Electric Corp.,72,2013,1,sales_for_resale,1,5475276,295773821
Indiana-Kentucky Electric Corp.,72,2012,5,rate_refunds,1,,
Indiana-Kentucky Electric Corp.,72,2012,1,sales_for_resale,1,5913472,293651420
Indiana-Kentucky Electric Corp.,72,2011,1,sales_for_resale,1,7906146,328112401
Indiana-Kentucky Electric Corp.,72,2010,1,sales_for_resale,1,7853431,290772176
Indiana-Kentucky Electric Corp.,72,2009,1,sales_for_resale,1,8306972,317933066
Indiana-Kentucky Electric Corp.,72,2008,1,sales_for_resale,1,8369854,292864776
Indiana-Kentucky Electric Corp.,72,2007,1,sales_for_resale,1,8255454,254069947
Indiana-Kentucky Electric Corp.,72,2006,1,sales_for_resale,1,9080303,245845852
Indiana-Kentucky Electric Corp.,72,2005,1,sales_for_resale,1,8933087,215363519
Indiana Michigan Power Co.,73,2020,2,commercial,71527,4475154,496638746
Indiana Michigan Power Co.,73,2020,3,industrial,4904,7225063,541706887
Indiana Michigan Power Co.,73,2020,4,public_street_and_highway_lighting,1913,66647,6545284
Indiana Michigan Power Co.,73,2020,5,rate_refunds,3882,,-201953
Indiana Michigan Power Co.,73,2020,6,residential,522602,5464243,790286976
Indiana Michigan Power Co.,73,2020,1,sales_for_resale,3882,7783192,294669357
Indiana Michigan Power Co.,73,2019,2,commercial,71174,4684879,501507792
Indiana Michigan Power Co.,73,2019,3,industrial,4956,7589142,561374740
Indiana Michigan Power Co.,73,2019,4,public_street_and_highway_lighting,1913,68854,7377481
Indiana Michigan Power Co.,73,2019,5,rate_refunds,3882,,-3337700
Indiana Michigan Power Co.,73,2019,6,residential,518688,5408646,738784629
Indiana Michigan Power Co.,73,2019,1,sales_for_resale,3882,8762491,422536559
Indiana Michigan Power Co.,73,2018,2,commercial,71325,4905061,483340611
Indiana Michigan Power Co.,73,2018,3,industrial,4901,7782240,550914869
Indiana Michigan Power Co.,73,2018,4,public_street_and_highway_lighting,1922,70699,7082870
Indiana Michigan Power Co.,73,2018,5,rate_refunds,3882,,-21612095
Indiana Michigan Power Co.,73,2018,6,residential,517044,5730640,722536513
Indiana Michigan Power Co.,73,2018,1,sales_for_resale,37,11614786,486811754
Indiana Michigan Power Co.,73,2017,2,commercial,70604,4825935,440178474
Indiana Michigan Power Co.,73,2017,3,industrial,4923,7740115,513022496
Indiana Michigan Power Co.,73,2017,4,public_street_and_highway_lighting,1934,69755,7090998
Indiana Michigan Power Co.,73,2017,5,rate_refunds,3882,,-11613362
Indiana Michigan Power Co.,73,2017,6,residential,514523,5310766,614666474
Indiana Michigan Power Co.,73,2017,1,sales_for_resale,30,11873382,442541960
Indiana Michigan Power Co.,73,2016,2,commercial,70161,4979076,443620125
Indiana Michigan Power Co.,73,2016,3,industrial,4938,7779710,514618990
Indiana Michigan Power Co.,73,2016,4,public_street_and_highway_lighting,1938,71070,7064047
Indiana Michigan Power Co.,73,2016,5,rate_refunds,3882,,-1133525
Indiana Michigan Power Co.,73,2016,6,residential,512004,5577764,627199180
Indiana Michigan Power Co.,73,2016,1,sales_for_resale,46,9971793,481694670
Indiana Michigan Power Co.,73,2015,2,commercial,69855,4891497,421681054
Indiana Michigan Power Co.,73,2015,3,industrial,4970,7569944,489334433
Indiana Michigan Power Co.,73,2015,4,public_street_and_highway_lighting,1936,71279,7065173
Indiana Michigan Power Co.,73,2015,6,residential,510491,5482893,597075454
Indiana Michigan Power Co.,73,2015,1,sales_for_resale,57,12389287,576388613
Indiana Michigan Power Co.,73,2014,2,commercial,69541,4883615,388791172
Indiana Michigan Power Co.,73,2014,3,industrial,4996,7639992,460356683
Indiana Michigan Power Co.,73,2014,4,public_street_and_highway_lighting,1957,71703,6877661
Indiana Michigan Power Co.,73,2014,5,rate_refunds,3882,,-592391
Indiana Michigan Power Co.,73,2014,6,residential,509383,5775781,585479557
Indiana Michigan Power Co.,73,2014,1,sales_for_resale,72,16959926,693387869
Indiana Michigan Power Co.,73,2013,2,commercial,69500,4942558,400037869
Indiana Michigan Power Co.,73,2013,3,industrial,5046,7521697,454818800
Indiana Michigan Power Co.,73,2013,4,public_street_and_highway_lighting,1985,72170,6947073
Indiana Michigan Power Co.,73,2013,6,residential,508855,5778467,564342342
Indiana Michigan Power Co.,73,2013,1,sales_for_resale,98,19722061,793459565
Indiana Michigan Power Co.,73,2012,2,commercial,69194,5001107,376174317
Indiana Michigan Power Co.,73,2012,3,industrial,5073,7556432,427988253
Indiana Michigan Power Co.,73,2012,4,public_street_and_highway_lighting,1996,75397,6497347
Indiana Michigan Power Co.,73,2012,6,residential,507073,5770852,504486616
Indiana Michigan Power Co.,73,2012,1,sales_for_resale,117,22995266,732683143
Indiana Michigan Power Co.,73,2011,2,commercial,69084,5044920,369646640
Indiana Michigan Power Co.,73,2011,3,industrial,5093,7522937,413250336
Indiana Michigan Power Co.,73,2011,4,public_street_and_highway_lighting,2001,73179,6696724
Indiana Michigan Power Co.,73,2011,5,rate_refunds,3882,,-461786
Indiana Michigan Power Co.,73,2011,6,residential,506644,5997336,503192917
Indiana Michigan Power Co.,73,2011,1,sales_for_resale,125,21958858,789511002
Indiana Michigan Power Co.,73,2010,2,commercial,68761,5121036,368637527
Indiana Michigan Power Co.,73,2010,3,industrial,5106,7444861,407135884
Indiana Michigan Power Co.,73,2010,4,public_street_and_highway_lighting,2027,71505,6657476
Indiana Michigan Power Co.,73,2010,6,residential,506812,6083107,498513482
Indiana Michigan Power Co.,73,2010,1,sales_for_resale,115,20607326,851426753
Indiana Michigan Power Co.,73,2009,2,commercial,68563,5038387,342290465
Indiana Michigan Power Co.,73,2009,3,industrial,5196,6761927,350361466
Indiana Michigan Power Co.,73,2009,4,public_street_and_highway_lighting,2046,75580,6410306
Indiana Michigan Power Co.,73,2009,6,residential,506409,5766751,442317165
Indiana Michigan Power Co.,73,2009,1,sales_for_resale,114,14738660,728871542
Indiana Michigan Power Co.,73,2008,2,commercial,68094,5272011,344031108
Indiana Michigan Power Co.,73,2008,3,industrial,5178,7535734,379667206
Indiana Michigan Power Co.,73,2008,4,public_street_and_highway_lighting,2045,76477,6094570
Indiana Michigan Power Co.,73,2008,5,rate_refunds,3882,,-33279143
Indiana Michigan Power Co.,73,2008,6,residential,507452,6058613,439160209
Indiana Michigan Power Co.,73,2008,1,sales_for_resale,96,23131457,972588473
Indiana Michigan Power Co.,73,2007,2,commercial,67470,5373307,328754492
Indiana Michigan Power Co.,73,2007,3,industrial,5152,7967127,360341303
Indiana Michigan Power Co.,73,2007,4,public_street_and_highway_lighting,2060,80004,6208116
Indiana Michigan Power Co.,73,2007,6,residential,507200,6131688,418953200
Indiana Michigan Power Co.,73,2007,1,sales_for_resale,114,24493220,863382924
Indiana Michigan Power Co.,73,2006,2,commercial,66729,5067651,303539898
Indiana Michigan Power Co.,73,2006,3,industrial,5180,8049173,350282275
Indiana Michigan Power Co.,73,2006,4,public_street_and_highway_lighting,2074,81985,6291552
Indiana Michigan Power Co.,73,2006,6,residential,506908,5783935,389185552
Indiana Michigan Power Co.,73,2006,1,sales_for_resale,122,25278369,811074270
Indiana Michigan Power Co.,73,2005,2,commercial,65712,5089628,301998206
Indiana Michigan Power Co.,73,2005,3,industrial,5235,8089655,345853198
Indiana Michigan Power Co.,73,2005,4,public_street_and_highway_lighting,2076,83319,6400777
Indiana Michigan Power Co.,73,2005,6,residential,506353,5985598,396739041
Indiana Michigan Power Co.,73,2005,1,sales_for_resale,143,23313297,695824343
Indianapolis Power & Light Co.,74,2020,2,commercial,54252,1709251,210949430
Indianapolis Power & Light Co.,74,2020,3,industrial,4528,5839199,484230409
Indianapolis Power & Light Co.,74,2020,4,public_street_and_highway_lighting,986,29627,9189996
Indianapolis Power & Light Co.,74,2020,6,residential,451735,5115150,575329804
Indianapolis Power & Light Co.,74,2020,1,sales_for_resale,3882,1866023,47958709
Indianapolis Power & Light Co.,74,2019,2,commercial,53751,1839758,228982327
Indianapolis Power & Light Co.,74,2019,3,industrial,4635,6282658,548550026
Indianapolis Power & Light Co.,74,2019,4,public_street_and_highway_lighting,980,41619,9896245
Indianapolis Power & Light Co.,74,2019,6,residential,448210,5200598,597809477
Indianapolis Power & Light Co.,74,2019,1,sales_for_resale,3882,2718382,69908314
Indianapolis Power & Light Co.,74,2018,2,commercial,49243,1906634,219175150
Indianapolis Power & Light Co.,74,2018,3,industrial,4684,6557788,568407541
Indianapolis Power & Light Co.,74,2018,4,public_street_and_highway_lighting,976,51293,9845026
Indianapolis Power & Light Co.,74,2018,6,residential,443290,5334848,588610499
Indianapolis Power & Light Co.,74,2018,1,sales_for_resale,3882,1241382,39444842
Indianapolis Power & Light Co.,74,2017,2,commercial,48484,1800109,205473226
Indianapolis Power & Light Co.,74,2017,3,industrial,4748,6447806,561194092
Indianapolis Power & Light Co.,74,2017,4,public_street_and_highway_lighting,995,53041,9906543
Indianapolis Power & Light Co.,74,2017,6,residential,437120,4915435,541053861
Indianapolis Power & Light Co.,74,2017,1,sales_for_resale,3882,268098,8573660
Indianapolis Power & Light Co.,74,2016,2,commercial,48114,1850515,209114015
Indianapolis Power & Light Co.,74,2016,3,industrial,4810,6620213,557305515
Indianapolis Power & Light Co.,74,2016,4,public_street_and_highway_lighting,928,56722,10022877
Indianapolis Power & Light Co.,74,2016,6,residential,432975,5151841,532563973
Indianapolis Power & Light Co.,74,2016,1,sales_for_resale,3882,506694,15803751
Indianapolis Power & Light Co.,74,2015,2,commercial,47768,1837152,192232173
Indianapolis Power & Light Co.,74,2015,3,industrial,4749,6756434,526461225
Indianapolis Power & Light Co.,74,2015,4,public_street_and_highway_lighting,950,53280,10822622
Indianapolis Power & Light Co.,74,2015,6,residential,428898,5061853,480969392
Indianapolis Power & Light Co.,74,2015,1,sales_for_resale,3882,688842,19307240
Indianapolis Power & Light Co.,74,2014,2,commercial,47440,1888142,193212736
Indianapolis Power & Light Co.,74,2014,3,industrial,4400,6777564,527718619
Indianapolis Power & Light Co.,74,2014,4,public_street_and_highway_lighting,941,59355,10811440
Indianapolis Power & Light Co.,74,2014,6,residential,425140,5269009,485778928
Indianapolis Power & Light Co.,74,2014,1,sales_for_resale,3882,2397251,83208282
Indianapolis Power & Light Co.,74,2013,2,commercial,47267,1882229,185240538
Indianapolis Power & Light Co.,74,2013,3,industrial,4724,6841416,504037512
Indianapolis Power & Light Co.,74,2013,4,public_street_and_highway_lighting,937,62409,10743296
Indianapolis Power & Light Co.,74,2013,6,residential,421193,5242466,472630463
Indianapolis Power & Light Co.,74,2013,1,sales_for_resale,3882,2005402,62734296
Indianapolis Power & Light Co.,74,2012,2,commercial,47094,1862265,183681302
Indianapolis Power & Light Co.,74,2012,3,industrial,4633,6944900,510668806
Indianapolis Power & Light Co.,74,2012,4,public_street_and_highway_lighting,956,64150,10871531
Indianapolis Power & Light Co.,74,2012,6,residential,418278,5144104,466293481
Indianapolis Power & Light Co.,74,2012,1,sales_for_resale,3882,1308279,37822449
Indianapolis Power & Light Co.,74,2011,2,commercial,46887,1887073,174934445
Indianapolis Power & Light Co.,74,2011,3,industrial,4626,7012065,482222520
Indianapolis Power & Light Co.,74,2011,4,public_street_and_highway_lighting,953,64375,10910256
Indianapolis Power & Light Co.,74,2011,6,residential,415729,5265501,438204081
Indianapolis Power & Light Co.,74,2011,1,sales_for_resale,3882,1417834,43181347
Indianapolis Power & Light Co.,74,2010,2,commercial,46826,1956694,170345132
Indianapolis Power & Light Co.,74,2010,3,industrial,4645,7085767,455457543
Indianapolis Power & Light Co.,74,2010,4,public_street_and_highway_lighting,946,65271,10857461
Indianapolis Power & Light Co.,74,2010,6,residential,415744,5501420,427898531
Indianapolis Power & Light Co.,74,2010,1,sales_for_resale,3882,1927612,60964481
Indianapolis Power & Light Co.,74,2009,2,commercial,46713,1891508,160814181
Indianapolis Power & Light Co.,74,2009,3,industrial,4660,7041321,436060267
Indianapolis Power & Light Co.,74,2009,4,public_street_and_highway_lighting,939,68479,11093472
Indianapolis Power & Light Co.,74,2009,6,residential,415371,5084534,392179897
Indianapolis Power & Light Co.,74,2009,1,sales_for_resale,3882,1880838,50155495
Indianapolis Power & Light Co.,74,2008,2,commercial,46778,2030385,165659829
Indianapolis Power & Light Co.,74,2008,3,industrial,4606,7550312,435578208
Indianapolis Power & Light Co.,74,2008,4,public_street_and_highway_lighting,840,72638,10973397
Indianapolis Power & Light Co.,74,2008,6,residential,415979,5349792,390891870
Indianapolis Power & Light Co.,74,2008,1,sales_for_resale,3882,1189334,57455979
Indianapolis Power & Light Co.,74,2007,2,commercial,46486,2101125,160455596
Indianapolis Power & Light Co.,74,2007,3,industrial,4542,7682694,416694266
Indianapolis Power & Light Co.,74,2007,4,public_street_and_highway_lighting,802,77014,11221039
Indianapolis Power & Light Co.,74,2007,6,residential,416836,5466825,377081362
Indianapolis Power & Light Co.,74,2007,1,sales_for_resale,1,1639580,68366543
Indianapolis Power & Light Co.,74,2006,2,commercial,46142,1988857,155313645
Indianapolis Power & Light Co.,74,2006,3,industrial,4478,7626809,418781947
Indianapolis Power & Light Co.,74,2006,4,public_street_and_highway_lighting,780,72952,11159769
Indianapolis Power & Light Co.,74,2006,6,residential,415433,5027223,363667948
Indianapolis Power & Light Co.,74,2006,1,sales_for_resale,4,1570845,60448416
Indianapolis Power & Light Co.,74,2005,2,commercial,45550,2076006,147090766
Indianapolis Power & Light Co.,74,2005,3,industrial,4447,7663476,377903517
Indianapolis Power & Light Co.,74,2005,4,public_street_and_highway_lighting,689,83458,11161733
Indianapolis Power & Light Co.,74,2005,6,residential,412151,5314160,344323008
Indianapolis Power & Light Co.,74,2005,1,sales_for_resale,14,1140611,53326506
Jersey Central Power & Light Co.,77,2020,2,commercial,128131,8073168,466033515
Jersey Central Power & Light Co.,77,2020,3,industrial,2272,1958417,61599441
Jersey Central Power & Light Co.,77,2020,8,public_authorities,3882,,-14962983
Jersey Central Power & Light Co.,77,2020,4,public_street_and_highway_lighting,1841,90830,16459664
Jersey Central Power & Light Co.,77,2020,6,residential,1012836,9745754,1103866395
Jersey Central Power & Light Co.,77,2020,1,sales_for_resale,3882,128461,22974959
Jersey Central Power & Light Co.,77,2019,2,commercial,127957,8755898,520476619
Jersey Central Power & Light Co.,77,2019,3,industrial,2293,2120842,73458212
Jersey Central Power & Light Co.,77,2019,8,public_authorities,3882,,-17550063
Jersey Central Power & Light Co.,77,2019,4,public_street_and_highway_lighting,1897,91573,16838322
Jersey Central Power & Light Co.,77,2019,6,residential,1006549,9422842,1099887941
Jersey Central Power & Light Co.,77,2019,1,sales_for_resale,3882,122354,28262917
Jersey Central Power & Light Co.,77,2018,2,commercial,127333,9008345,521931536
Jersey Central Power & Light Co.,77,2018,3,industrial,2309,2249257,72554319
Jersey Central Power & Light Co.,77,2018,8,public_authorities,3882,,-21713709
Jersey Central Power & Light Co.,77,2018,4,public_street_and_highway_lighting,1930,90412,17197701
Jersey Central Power & Light Co.,77,2018,6,residential,999618,9736895,1136399209
Jersey Central Power & Light Co.,77,2018,1,sales_for_resale,3882,158227,32010716
Jersey Central Power & Light Co.,77,2017,2,commercial,126454,8832538,538909942
Jersey Central Power & Light Co.,77,2017,3,industrial,2330,2209969,80019476
Jersey Central Power & Light Co.,77,2017,8,public_authorities,3882,,-25605187
Jersey Central Power & Light Co.,77,2017,4,public_street_and_highway_lighting,1784,89565,18213708
Jersey Central Power & Light Co.,77,2017,6,residential,991519,9187772,1070081102
Jersey Central Power & Light Co.,77,2017,1,sales_for_resale,3882,215920,27285699
Jersey Central Power & Light Co.,77,2016,2,commercial,125603,9060452,529658299
Jersey Central Power & Light Co.,77,2016,3,industrial,2340,2160462,72771352
Jersey Central Power & Light Co.,77,2016,8,public_authorities,3882,,-45863490
Jersey Central Power & Light Co.,77,2016,4,public_street_and_highway_lighting,1678,86912,16739514
