utility_name,respondent_id,year,customer_id,customer_name,customers,sales,revenues
"Dominion Energy South Carolina, Inc.",159,2008,3,industrial,752,6152403,390229116
"Dominion Energy South Carolina, Inc.",159,2008,8,public_authorities,2910,501980,38569259
"Dominion Energy South Carolina, Inc.",159,2008,4,public_street_and_highway_lighting,612,66457,10388470
"Dominion Energy South Carolina, Inc.",159,2008,6,residential,553548,7828251,903125155
"Dominion Energy South Carolina, Inc.",159,2008,1,sales_for_resale,18,2284742,172063600
"Dominion Energy South Carolina, Inc.",159,2007,2,commercial,87926,7472051,600291017
"Dominion Energy South Carolina, Inc.",159,2007,3,industrial,644,6266901,327871068
"Dominion Energy South Carolina, Inc.",159,2007,8,public_authorities,2789,499204,33820464
"Dominion Energy South Carolina, Inc.",159,2007,4,public_street_and_highway_lighting,579,64217,8628284
"Dominion Energy South Carolina, Inc.",159,2007,6,residential,541629,7814159,783473685
"Dominion Energy South Carolina, Inc.",159,2007,1,sales_for_resale,20,2771731,176322386
"Dominion Energy South Carolina, Inc.",159,2006,2,commercial,86516,7268045,573991880
"Dominion Energy South Carolina, Inc.",159,2006,3,industrial,510,6182736,314174902
"Dominion Energy South Carolina, Inc.",159,2006,8,public_authorities,2628,468730,29916778
"Dominion Energy South Carolina, Inc.",159,2006,4,public_street_and_highway_lighting,547,62755,8192508
"Dominion Energy South Carolina, Inc.",159,2006,6,residential,526429,7598169,749485382
"Dominion Energy South Carolina, Inc.",159,2006,1,sales_for_resale,20,2961868,177945381
"Dominion Energy South Carolina, Inc.",159,2005,2,commercial,83873,7065031,553753751
"Dominion Energy South Carolina, Inc.",159,2005,3,industrial,877,6651036,327684263
"Dominion Energy South Carolina, Inc.",159,2005,8,public_authorities,2613,465357,29572107
"Dominion Energy South Carolina, Inc.",159,2005,4,public_street_and_highway_lighting,523,61659,8024325
"Dominion Energy South Carolina, Inc.",159,2005,6,residential,512289,7633956,745441663
"Dominion Energy South Carolina, Inc.",159,2005,1,sales_for_resale,26,3280992,226287520
"South Carolina Generating Co., Inc.",160,2020,1,sales_for_resale,1,2681400,166610367
"South Carolina Generating Co., Inc.",160,2019,1,sales_for_resale,1,2568816,182605682
"South Carolina Generating Co., Inc.",160,2018,1,sales_for_resale,1,2961014,198608068
"South Carolina Generating Co., Inc.",160,2017,1,sales_for_resale,1,2606561,174537392
"South Carolina Generating Co., Inc.",160,2016,1,sales_for_resale,1,2991906,193888768
"South Carolina Generating Co., Inc.",160,2015,1,sales_for_resale,1,3734928,229240826
"South Carolina Generating Co., Inc.",160,2014,1,sales_for_resale,1,3702495,231518596
"South Carolina Generating Co., Inc.",160,2013,1,sales_for_resale,1,3343690,227035735
"South Carolina Generating Co., Inc.",160,2012,1,sales_for_resale,3882,3719747,239613558
"South Carolina Generating Co., Inc.",160,2011,1,sales_for_resale,1,2739267,184412030
"South Carolina Generating Co., Inc.",160,2010,1,sales_for_resale,1,3417650,215790402
"South Carolina Generating Co., Inc.",160,2009,1,sales_for_resale,1,3810036,203445973
"South Carolina Generating Co., Inc.",160,2008,1,sales_for_resale,1,4118143,187714698
"South Carolina Generating Co., Inc.",160,2007,1,sales_for_resale,1,3839309,146526770
"South Carolina Generating Co., Inc.",160,2006,1,sales_for_resale,1,4490686,154469851
"South Carolina Generating Co., Inc.",160,2005,1,sales_for_resale,1,4797655,158192505
Southern California Edison Co.,161,2020,2,commercial,604448,43391335,5486807110
Southern California Edison Co.,161,2020,3,industrial,29717,7152378,694735604
Southern California Edison Co.,161,2020,7,interdepartmental,24,1908,269145
Southern California Edison Co.,161,2020,8,public_authorities,3882,,-32869
Southern California Edison Co.,161,2020,4,public_street_and_highway_lighting,17206,425393,96616470
Southern California Edison Co.,161,2020,9,railroads_and_railways,133,71269,9022117
Southern California Edison Co.,161,2020,6,residential,4516288,32465350,5383743868
Southern California Edison Co.,161,2020,1,sales_for_resale,26,4185296,241764323
Southern California Edison Co.,161,2019,2,commercial,602349,45831047,5457523526
Southern California Edison Co.,161,2019,3,industrial,30078,7974644,686907701
Southern California Edison Co.,161,2019,7,interdepartmental,24,1965,258122
Southern California Edison Co.,161,2019,8,public_authorities,1,54933,3001503
Southern California Edison Co.,161,2019,4,public_street_and_highway_lighting,17289,456293,94928630
Southern California Edison Co.,161,2019,9,railroads_and_railways,129,70940,7948477
Southern California Edison Co.,161,2019,6,residential,4489461,29221836,4541130693
Southern California Edison Co.,161,2019,1,sales_for_resale,12,4658326,138311826
Southern California Edison Co.,161,2018,2,commercial,599913,47046265,5933519665
Southern California Edison Co.,161,2018,3,industrial,31122,8599844,775689306
Southern California Edison Co.,161,2018,7,interdepartmental,24,1719,215127
Southern California Edison Co.,161,2018,8,public_authorities,4,194716,8967710
Southern California Edison Co.,161,2018,4,public_street_and_highway_lighting,17158,504865,97607163
Southern California Edison Co.,161,2018,9,railroads_and_railways,134,87109,11532083
Southern California Edison Co.,161,2018,6,residential,4463521,30417068,5021762435
Southern California Edison Co.,161,2018,1,sales_for_resale,11,4463898,121877655
Southern California Edison Co.,161,2017,2,commercial,594445,45793686,5745862868
Southern California Edison Co.,161,2017,3,industrial,29814,7946073,714577218
Southern California Edison Co.,161,2017,7,interdepartmental,22,2338,304581
Southern California Edison Co.,161,2017,8,public_authorities,4,188854,11115798
Southern California Edison Co.,161,2017,4,public_street_and_highway_lighting,13600,529795,104580008
Southern California Edison Co.,161,2017,9,railroads_and_railways,135,85229,12325988
Southern California Edison Co.,161,2017,6,residential,4433753,29765196,4865889031
Southern California Edison Co.,161,2017,1,sales_for_resale,8,6980555,165557373
Southern California Edison Co.,161,2016,2,commercial,593468,45480352,5336133668
Southern California Edison Co.,161,2016,3,industrial,31848,8748475,666703174
Southern California Edison Co.,161,2016,7,interdepartmental,22,709,140967
Southern California Edison Co.,161,2016,8,public_authorities,4,193212,11188926
Southern California Edison Co.,161,2016,4,public_street_and_highway_lighting,16790,536009,105151244
Southern California Edison Co.,161,2016,9,railroads_and_railways,131,83098,11248733
Southern California Edison Co.,161,2016,6,residential,4406929,29141328,4602802281
Southern California Edison Co.,161,2016,1,sales_for_resale,10,4011815,82616466
Southern California Edison Co.,161,2015,2,commercial,589565,46225508,6182228424
Southern California Edison Co.,161,2015,3,industrial,32250,9447046,941274466
Southern California Edison Co.,161,2015,7,interdepartmental,22,704,147254
Southern California Edison Co.,161,2015,8,public_authorities,4,202069,11992158
Southern California Edison Co.,161,2015,4,public_street_and_highway_lighting,16427,547825,115261578
Southern California Edison Co.,161,2015,9,railroads_and_railways,117,78959,12079970
Southern California Edison Co.,161,2015,6,residential,4381511,29961360,4942532983
Southern California Edison Co.,161,2015,1,sales_for_resale,17,4031926,111197753
Southern California Edison Co.,161,2014,2,commercial,586990,46455839,6234933389
Southern California Edison Co.,161,2014,3,industrial,32199,10344255,1007954771
Southern California Edison Co.,161,2014,7,interdepartmental,22,889,164384
Southern California Edison Co.,161,2014,8,public_authorities,4,202270,11529544
Southern California Edison Co.,161,2014,4,public_street_and_highway_lighting,16074,549022,112915797
Southern California Edison Co.,161,2014,9,railroads_and_railways,102,82399,12190152
Southern California Edison Co.,161,2014,6,residential,4358058,30043587,4834758093
Southern California Edison Co.,161,2014,1,sales_for_resale,20,28758934,1355811076
Southern California Edison Co.,161,2013,2,commercial,582946,44781869,5601990205
Southern California Edison Co.,161,2013,3,industrial,32482,10246671,900796141
Southern California Edison Co.,161,2013,7,interdepartmental,24,1466,216638
Southern California Edison Co.,161,2013,8,public_authorities,4,205509,10398340
Southern California Edison Co.,161,2013,4,public_street_and_highway_lighting,15810,540726,108811974
Southern California Edison Co.,161,2013,9,railroads_and_railways,99,79431,10938889
Southern California Edison Co.,161,2013,5,rate_refunds,3882,,25299336
Southern California Edison Co.,161,2013,6,residential,4333876,29802423,4927427669
Southern California Edison Co.,161,2013,1,sales_for_resale,18,4894883,208779174
Southern California Edison Co.,161,2012,2,commercial,582265,45172190,5298478315
Southern California Edison Co.,161,2012,3,industrial,30650,9915847,827553176
Southern California Edison Co.,161,2012,7,interdepartmental,23,1197,169027
Southern California Edison Co.,161,2012,8,public_authorities,4,217411,6314618
Southern California Edison Co.,161,2012,4,public_street_and_highway_lighting,15564,544560,112962449
Southern California Edison Co.,161,2012,9,railroads_and_railways,84,66432,8175657
Southern California Edison Co.,161,2012,5,rate_refunds,3882,,-25299336
Southern California Edison Co.,161,2012,6,residential,4312520,30562374,4898568272
Southern California Edison Co.,161,2012,1,sales_for_resale,19,3111067,97630033
Southern California Edison Co.,161,2011,2,commercial,576468,44058646,4891407055
Southern California Edison Co.,161,2011,3,industrial,33771,9744591,748217652
Southern California Edison Co.,161,2011,7,interdepartmental,22,1280,165991
Southern California Edison Co.,161,2011,8,public_authorities,5,223757,6662999
Southern California Edison Co.,161,2011,4,public_street_and_highway_lighting,15360,545469,108910235
Southern California Edison Co.,161,2011,9,railroads_and_railways,78,62798,7318106
Southern California Edison Co.,161,2011,5,rate_refunds,3882,,56778000
Southern California Edison Co.,161,2011,6,residential,4295524,29630849,4268651522
Southern California Edison Co.,161,2011,1,sales_for_resale,22,7778258,153447497
Southern California Edison Co.,161,2010,2,commercial,573057,43878618,5031075174
Southern California Edison Co.,161,2010,3,industrial,34307,9786207,777729130
Southern California Edison Co.,161,2010,7,interdepartmental,23,2274,277660
Southern California Edison Co.,161,2010,8,public_authorities,5,228521,6349194
Southern California Edison Co.,161,2010,4,public_street_and_highway_lighting,15129,554388,108198700
Southern California Edison Co.,161,2010,9,railroads_and_railways,71,64727,7710877
Southern California Edison Co.,161,2010,5,rate_refunds,3882,,-56778000
Southern California Edison Co.,161,2010,6,residential,4277734,29032685,4112503508
Southern California Edison Co.,161,2010,1,sales_for_resale,26,8618313,176835806
Southern California Edison Co.,161,2009,2,commercial,569552,45002207,4719575709
Southern California Edison Co.,161,2009,3,industrial,35068,9958916,734263049
Southern California Edison Co.,161,2009,7,interdepartmental,23,2169,231321
Southern California Edison Co.,161,2009,8,public_authorities,5,231395,2197265
Southern California Edison Co.,161,2009,4,public_street_and_highway_lighting,15189,542639,100911901
Southern California Edison Co.,161,2009,9,railroads_and_railways,65,64870,7257769
Southern California Edison Co.,161,2009,6,residential,4254956,30046635,3926681756
Southern California Edison Co.,161,2009,1,sales_for_resale,32,12652803,205825616
Southern California Edison Co.,161,2008,2,commercial,567288,47135168,4683605877
Southern California Edison Co.,161,2008,3,industrial,36009,11088888,796814485
Southern California Edison Co.,161,2008,7,interdepartmental,23,2606,262098
Southern California Edison Co.,161,2008,8,public_authorities,5,235781,1509080
Southern California Edison Co.,161,2008,4,public_street_and_highway_lighting,14959,539164,93004800
Southern California Edison Co.,161,2008,9,railroads_and_railways,56,63612,6687287
Southern California Edison Co.,161,2008,6,residential,4242285,30743545,3782850004
Southern California Edison Co.,161,2008,1,sales_for_resale,44,8768588,579994827
Southern California Edison Co.,161,2007,2,commercial,562221,46682111,4625039293
Southern California Edison Co.,161,2007,3,industrial,36033,11347910,813453810
Southern California Edison Co.,161,2007,7,interdepartmental,23,2467,240548
Southern California Edison Co.,161,2007,8,public_authorities,5,236835,1526670
Southern California Edison Co.,161,2007,4,public_street_and_highway_lighting,14363,530592,83684209
Southern California Edison Co.,161,2007,9,railroads_and_railways,56,64511,6719356
Southern California Edison Co.,161,2007,6,residential,4224057,29940965,3759752970
Southern California Edison Co.,161,2007,1,sales_for_resale,46,8882666,489398014
Southern California Edison Co.,161,2006,2,commercial,550909,46145965,4734018146
Southern California Edison Co.,161,2006,3,industrial,36754,11566242,859543787
Southern California Edison Co.,161,2006,7,interdepartmental,24,2824,302076
Southern California Edison Co.,161,2006,8,public_authorities,11,243748,2194531
Southern California Edison Co.,161,2006,4,public_street_and_highway_lighting,13743,517684,72016115
Southern California Edison Co.,161,2006,9,railroads_and_railways,57,63085,6799277
Southern California Edison Co.,161,2006,6,residential,4180479,30189172,3858577020
Southern California Edison Co.,161,2006,1,sales_for_resale,41,7417303,369881482
Southern California Edison Co.,161,2005,2,commercial,537518,44734907,4029633243
Southern California Edison Co.,161,2005,3,industrial,38254,11819759,733407037
Southern California Edison Co.,161,2005,7,interdepartmental,16,7055,1122156
Southern California Edison Co.,161,2005,8,public_authorities,11,250524,6133860
Southern California Edison Co.,161,2005,4,public_street_and_highway_lighting,12956,502313,65111492
Southern California Edison Co.,161,2005,9,railroads_and_railways,52,62450,6027404
Southern California Edison Co.,161,2005,6,residential,4116570,28580687,3045994287
Southern California Edison Co.,161,2005,1,sales_for_resale,44,14727348,832556630
Southern Electric Generating Co.,162,2020,1,sales_for_resale,3882,1264135,136087540
Southern Electric Generating Co.,162,2019,4,public_street_and_highway_lighting,2,,
Southern Electric Generating Co.,162,2019,1,sales_for_resale,3882,2633250,187555159
Southern Electric Generating Co.,162,2018,1,sales_for_resale,3882,3316820,206880340
Southern Electric Generating Co.,162,2017,1,sales_for_resale,3882,1406811,154670983
Southern Electric Generating Co.,162,2016,1,sales_for_resale,3882,394540,112295358
Southern Electric Generating Co.,162,2015,1,sales_for_resale,3882,1277061,154153967
Southern Electric Generating Co.,162,2014,1,sales_for_resale,3882,2084739,165607979
Southern Electric Generating Co.,162,2013,1,sales_for_resale,3882,2107334,178745610
Southern Electric Generating Co.,162,2012,1,sales_for_resale,3882,3190148,218983599
Southern Electric Generating Co.,162,2011,1,sales_for_resale,3882,5892808,285990915
Southern Electric Generating Co.,162,2010,1,sales_for_resale,3882,3954155,201126082
Southern Electric Generating Co.,162,2009,1,sales_for_resale,3882,2908674,165025910
Southern Electric Generating Co.,162,2008,1,sales_for_resale,3882,5481096,255398062
Southern Electric Generating Co.,162,2007,1,sales_for_resale,3882,5925261,212852326
Southern Electric Generating Co.,162,2006,1,sales_for_resale,3882,5605982,191039568
Southern Electric Generating Co.,162,2005,1,sales_for_resale,3882,6470858,181953275
Southern Indiana Gas & Electric Co.,163,2020,2,commercial,18908,1117282,147360483
Southern Indiana Gas & Electric Co.,163,2020,3,industrial,116,1971236,153711300
Southern Indiana Gas & Electric Co.,163,2020,7,interdepartmental,33,638,78116
Southern Indiana Gas & Electric Co.,163,2020,4,public_street_and_highway_lighting,43,20915,3646025
Southern Indiana Gas & Electric Co.,163,2020,5,rate_refunds,3882,,-11901673
Southern Indiana Gas & Electric Co.,163,2020,6,residential,129606,1385114,217419610
Southern Indiana Gas & Electric Co.,163,2020,1,sales_for_resale,3882,384752,12861034
Southern Indiana Gas & Electric Co.,163,2019,2,commercial,18751,1199615,152038076
Southern Indiana Gas & Electric Co.,163,2019,3,industrial,116,2072912,163315544
Southern Indiana Gas & Electric Co.,163,2019,7,interdepartmental,34,1072,123546
Southern Indiana Gas & Electric Co.,163,2019,4,public_street_and_highway_lighting,42,21113,3635314
Southern Indiana Gas & Electric Co.,163,2019,5,rate_refunds,3882,,-13070642
Southern Indiana Gas & Electric Co.,163,2019,6,residential,128344,1409212,216149371
Southern Indiana Gas & Electric Co.,163,2019,1,sales_for_resale,3882,495281,16659924
Southern Indiana Gas & Electric Co.,163,2018,2,commercial,18677,1267845,154860154
Southern Indiana Gas & Electric Co.,163,2018,3,industrial,115,2181464,168934450
Southern Indiana Gas & Electric Co.,163,2018,7,interdepartmental,34,891,107793
Southern Indiana Gas & Electric Co.,163,2018,4,public_street_and_highway_lighting,40,21240,3649089
Southern Indiana Gas & Electric Co.,163,2018,5,rate_refunds,3882,,-20403805
Southern Indiana Gas & Electric Co.,163,2018,6,residential,127439,1486582,218234226
Southern Indiana Gas & Electric Co.,163,2018,1,sales_for_resale,3882,856350,27782885
Southern Indiana Gas & Electric Co.,163,2017,2,commercial,18648,1276326,158338117
Southern Indiana Gas & Electric Co.,163,2017,3,industrial,112,2096523,164594294
Southern Indiana Gas & Electric Co.,163,2017,7,interdepartmental,34,724,87642
Southern Indiana Gas & Electric Co.,163,2017,4,public_street_and_highway_lighting,40,21537,3766207
Southern Indiana Gas & Electric Co.,163,2017,5,rate_refunds,3882,,-11713382
Southern Indiana Gas & Electric Co.,163,2017,6,residential,126443,1362457,206778861
Southern Indiana Gas & Electric Co.,163,2017,1,sales_for_resale,3882,463252,16116858
Southern Indiana Gas & Electric Co.,163,2016,2,commercial,18551,1304505,158930434
Southern Indiana Gas & Electric Co.,163,2016,3,industrial,113,2722320,199667937
Southern Indiana Gas & Electric Co.,163,2016,7,interdepartmental,35,775,91419
Southern Indiana Gas & Electric Co.,163,2016,4,public_street_and_highway_lighting,39,22073,3765130
Southern Indiana Gas & Electric Co.,163,2016,5,rate_refunds,3882,,-10812793
Southern Indiana Gas & Electric Co.,163,2016,6,residential,129691,1424533,214475067
Southern Indiana Gas & Electric Co.,163,2016,1,sales_for_resale,3882,136053,7318806
Southern Indiana Gas & Electric Co.,163,2015,2,commercial,18471,1306877,155286196
Southern Indiana Gas & Electric Co.,163,2015,3,industrial,113,2721545,194768246
Southern Indiana Gas & Electric Co.,163,2015,7,interdepartmental,36,898,104638
Southern Indiana Gas & Electric Co.,163,2015,4,public_street_and_highway_lighting,38,21336,3721104
Southern Indiana Gas & Electric Co.,163,2015,5,rate_refunds,3882,,-9216983
Southern Indiana Gas & Electric Co.,163,2015,6,residential,129113,1407501,208585307
Southern Indiana Gas & Electric Co.,163,2015,1,sales_for_resale,3882,337761,15919890
Southern Indiana Gas & Electric Co.,163,2014,2,commercial,18454,1306942,155460288
Southern Indiana Gas & Electric Co.,163,2014,3,industrial,117,2804598,201454839
Southern Indiana Gas & Electric Co.,163,2014,7,interdepartmental,37,1186,137671
Southern Indiana Gas & Electric Co.,163,2014,4,public_street_and_highway_lighting,38,21441,3781594
Southern Indiana Gas & Electric Co.,163,2014,5,rate_refunds,3882,,-8204119
Southern Indiana Gas & Electric Co.,163,2014,6,residential,128525,1455292,212653951
Southern Indiana Gas & Electric Co.,163,2014,1,sales_for_resale,3882,651125,26032122
Southern Indiana Gas & Electric Co.,163,2013,2,commercial,18380,1296324,154097014
Southern Indiana Gas & Electric Co.,163,2013,3,industrial,116,2735188,199517179
Southern Indiana Gas & Electric Co.,163,2013,7,interdepartmental,37,1101,128583
Southern Indiana Gas & Electric Co.,163,2013,4,public_street_and_highway_lighting,36,20705,3904806
Southern Indiana Gas & Electric Co.,163,2013,5,rate_refunds,3882,,-5225834
Southern Indiana Gas & Electric Co.,163,2013,6,residential,128144,1425791,209010828
Southern Indiana Gas & Electric Co.,163,2013,1,sales_for_resale,3882,514368,21408232
Southern Indiana Gas & Electric Co.,163,2012,2,commercial,18297,1297329,149345980
Southern Indiana Gas & Electric Co.,163,2012,3,industrial,115,2710523,193782780
Southern Indiana Gas & Electric Co.,163,2012,7,interdepartmental,69,1144,132014
Southern Indiana Gas & Electric Co.,163,2012,4,public_street_and_highway_lighting,33,21408,3748956
Southern Indiana Gas & Electric Co.,163,2012,5,rate_refunds,3882,,-3324803
Southern Indiana Gas & Electric Co.,163,2012,6,residential,127806,1434348,204596692
Southern Indiana Gas & Electric Co.,163,2012,1,sales_for_resale,3882,336715,13867215
Southern Indiana Gas & Electric Co.,163,2011,2,commercial,18275,1328634,160367236
Southern Indiana Gas & Electric Co.,163,2011,3,industrial,111,2744794,213412973
Southern Indiana Gas & Electric Co.,163,2011,7,interdepartmental,68,1463,174857
Southern Indiana Gas & Electric Co.,163,2011,4,public_street_and_highway_lighting,33,21363,3789078
Southern Indiana Gas & Electric Co.,163,2011,5,rate_refunds,3882,,-2489802
Southern Indiana Gas & Electric Co.,163,2011,6,residential,127649,1498586,212896710
Southern Indiana Gas & Electric Co.,163,2011,1,sales_for_resale,3882,586675,18290855
Southern Indiana Gas & Electric Co.,163,2010,2,commercial,18321,1360513,144601011
Southern Indiana Gas & Electric Co.,163,2010,3,industrial,108,2630276,190766612
Southern Indiana Gas & Electric Co.,163,2010,7,interdepartmental,66,1332,143423
Southern Indiana Gas & Electric Co.,163,2010,4,public_street_and_highway_lighting,33,21238,3545373
Southern Indiana Gas & Electric Co.,163,2010,5,rate_refunds,3882,,19648559
Southern Indiana Gas & Electric Co.,163,2010,6,residential,127712,1603508,200288515
Southern Indiana Gas & Electric Co.,163,2010,1,sales_for_resale,3882,587564,24150416
Southern Indiana Gas & Electric Co.,163,2009,2,commercial,18357,1309045,136932664
Southern Indiana Gas & Electric Co.,163,2009,3,industrial,105,2258942,161592162
Southern Indiana Gas & Electric Co.,163,2009,7,interdepartmental,62,1329,137892
Southern Indiana Gas & Electric Co.,163,2009,4,public_street_and_highway_lighting,33,18650,3380609
Southern Indiana Gas & Electric Co.,163,2009,5,rate_refunds,3882,,7785524
Southern Indiana Gas & Electric Co.,163,2009,6,residential,127388,1451707,178901161
Southern Indiana Gas & Electric Co.,163,2009,1,sales_for_resale,3882,603639,20038416
Southern Indiana Gas & Electric Co.,163,2008,2,commercial,18422,1336667,126252220
Southern Indiana Gas & Electric Co.,163,2008,3,industrial,102,2409115,148624376
Southern Indiana Gas & Electric Co.,163,2008,7,interdepartmental,58,1396,130747
Southern Indiana Gas & Electric Co.,163,2008,4,public_street_and_highway_lighting,33,18175,3353750
Southern Indiana Gas & Electric Co.,163,2008,5,rate_refunds,3882,,2872196
Southern Indiana Gas & Electric Co.,163,2008,6,residential,127724,1513784,169916692
Southern Indiana Gas & Electric Co.,163,2008,1,sales_for_resale,1,1557192,58519717
Southern Indiana Gas & Electric Co.,163,2007,2,commercial,18658,1389624,115698395
Southern Indiana Gas & Electric Co.,163,2007,3,industrial,196,2538744,144230429
Southern Indiana Gas & Electric Co.,163,2007,7,interdepartmental,57,1352,109722
Southern Indiana Gas & Electric Co.,163,2007,4,public_street_and_highway_lighting,37,10813,2089176
Southern Indiana Gas & Electric Co.,163,2007,5,rate_refunds,3882,,-9132955
Southern Indiana Gas & Electric Co.,163,2007,6,residential,127525,1610171,162554879
Southern Indiana Gas & Electric Co.,163,2007,1,sales_for_resale,4,1537498,60616698
Southern Indiana Gas & Electric Co.,163,2006,2,commercial,18700,1515179,106821930
Southern Indiana Gas & Electric Co.,163,2006,3,industrial,205,2376374,122398972
Southern Indiana Gas & Electric Co.,163,2006,7,interdepartmental,57,1352,97766
Southern Indiana Gas & Electric Co.,163,2006,4,public_street_and_highway_lighting,43,12121,2028087
Southern Indiana Gas & Electric Co.,163,2006,5,rate_refunds,3882,,-4643092
Southern Indiana Gas & Electric Co.,163,2006,6,residential,126721,1475167,132313084
Southern Indiana Gas & Electric Co.,163,2006,1,sales_for_resale,5,1522623,55478932
Southern Indiana Gas & Electric Co.,163,2005,2,commercial,18582,1555604,100425978
Southern Indiana Gas & Electric Co.,163,2005,3,industrial,204,2388778,105725595
Southern Indiana Gas & Electric Co.,163,2005,7,interdepartmental,58,1301,88904
Southern Indiana Gas & Electric Co.,163,2005,4,public_street_and_highway_lighting,49,11655,1998018
Southern Indiana Gas & Electric Co.,163,2005,5,rate_refunds,3882,,12128537
Southern Indiana Gas & Electric Co.,163,2005,6,residential,125739,1571340,132224613
Southern Indiana Gas & Electric Co.,163,2005,1,sales_for_resale,5,3719565,60073105
Southwestern Electric Power Co.,164,2020,2,commercial,73369,5295987,462556039
Southwestern Electric Power Co.,164,2020,3,industrial,7207,4891281,320430903
Southwestern Electric Power Co.,164,2020,4,public_street_and_highway_lighting,519,78964,9015418
Southwestern Electric Power Co.,164,2020,5,rate_refunds,3882,,-21012860
Southwestern Electric Power Co.,164,2020,6,residential,462006,5987691,628043981
Southwestern Electric Power Co.,164,2020,1,sales_for_resale,3882,6682802,180170387
Southwestern Electric Power Co.,164,2019,2,commercial,73217,5775794,487813217
Southwestern Electric Power Co.,164,2019,3,industrial,7316,5337664,338695762
Southwestern Electric Power Co.,164,2019,4,public_street_and_highway_lighting,489,79804,9053149
Southwestern Electric Power Co.,164,2019,5,rate_refunds,3882,,-55886961
Southwestern Electric Power Co.,164,2019,6,residential,457729,6302799,642131822
Southwestern Electric Power Co.,164,2019,1,sales_for_resale,3882,7664400,220922463
Southwestern Electric Power Co.,164,2018,2,commercial,74102,6007205,515083228
Southwestern Electric Power Co.,164,2018,3,industrial,6701,5294613,342910677
Southwestern Electric Power Co.,164,2018,4,public_street_and_highway_lighting,490,79147,8962353
Southwestern Electric Power Co.,164,2018,5,rate_refunds,3882,,-63708838
Southwestern Electric Power Co.,164,2018,6,residential,454962,6563879,669883194
Southwestern Electric Power Co.,164,2018,1,sales_for_resale,3882,7849133,243908668
Southwestern Electric Power Co.,164,2017,2,commercial,73847,5895676,495624307
Southwestern Electric Power Co.,164,2017,3,industrial,6789,5267845,334629095
Southwestern Electric Power Co.,164,2017,4,public_street_and_highway_lighting,503,80710,8835097
Southwestern Electric Power Co.,164,2017,5,rate_refunds,3882,,-21062884
Southwestern Electric Power Co.,164,2017,6,residential,453493,5902979,599309938
Southwestern Electric Power Co.,164,2017,1,sales_for_resale,3882,9109824,275176853
Southwestern Electric Power Co.,164,2016,2,commercial,73503,6064352,480689781
Southwestern Electric Power Co.,164,2016,3,industrial,6948,5073784,308326829
Southwestern Electric Power Co.,164,2016,4,public_street_and_highway_lighting,513,80453,8196256
Southwestern Electric Power Co.,164,2016,5,rate_refunds,3882,,-4590892
Southwestern Electric Power Co.,164,2016,6,residential,451111,6148413,589260327
Southwestern Electric Power Co.,164,2016,1,sales_for_resale,3882,8802524,268399440
Southwestern Electric Power Co.,164,2015,2,commercial,73190,6076475,471085093
Southwestern Electric Power Co.,164,2015,3,industrial,7076,5369988,319325746
Southwestern Electric Power Co.,164,2015,4,public_street_and_highway_lighting,515,80390,8150658
Southwestern Electric Power Co.,164,2015,5,rate_refunds,3882,,36320738
Southwestern Electric Power Co.,164,2015,6,residential,449024,6335759,593449516
Southwestern Electric Power Co.,164,2015,1,sales_for_resale,13,9406788,275584831
Southwestern Electric Power Co.,164,2014,2,commercial,72788,5996445,464406939
Southwestern Electric Power Co.,164,2014,3,industrial,7061,5900731,358668767
Southwestern Electric Power Co.,164,2014,4,public_street_and_highway_lighting,516,80387,8428686
Southwestern Electric Power Co.,164,2014,5,rate_refunds,3882,,4976297
Southwestern Electric Power Co.,164,2014,6,residential,446872,6311134,587751691
Southwestern Electric Power Co.,164,2014,1,sales_for_resale,13,10356185,376801354
Southwestern Electric Power Co.,164,2013,2,commercial,72436,6010711,482458126
Southwestern Electric Power Co.,164,2013,3,industrial,7083,5612183,328876313
Southwestern Electric Power Co.,164,2013,4,public_street_and_highway_lighting,520,80527,8468813
Southwestern Electric Power Co.,164,2013,5,rate_refunds,3882,,-16110167
Southwestern Electric Power Co.,164,2013,6,residential,445378,6431394,595900725
Southwestern Electric Power Co.,164,2013,1,sales_for_resale,13,10418418,332490642
Southwestern Electric Power Co.,164,2012,2,commercial,72098,6103263,401209102
Southwestern Electric Power Co.,164,2012,3,industrial,7109,5660712,294380690
Southwestern Electric Power Co.,164,2012,4,public_street_and_highway_lighting,522,81399,8033342
Southwestern Electric Power Co.,164,2012,5,rate_refunds,3882,,-1207668
Southwestern Electric Power Co.,164,2012,6,residential,443550,6301143,509470072
Southwestern Electric Power Co.,164,2012,1,sales_for_resale,13,9059507,272503129
Southwestern Electric Power Co.,164,2011,2,commercial,71659,6280363,414033787
Southwestern Electric Power Co.,164,2011,3,industrial,7140,5408379,291223592
Southwestern Electric Power Co.,164,2011,4,public_street_and_highway_lighting,518,82275,8133513
Southwestern Electric Power Co.,164,2011,5,rate_refunds,3882,,1603926
Southwestern Electric Power Co.,164,2011,6,residential,442284,6907591,557022157
Southwestern Electric Power Co.,164,2011,1,sales_for_resale,13,9544969,308708113
Southwestern Electric Power Co.,164,2010,2,commercial,67450,6141202,390451989
Southwestern Electric Power Co.,164,2010,3,industrial,7107,5229640,272627502
Southwestern Electric Power Co.,164,2010,4,public_street_and_highway_lighting,542,81092,7781190
Southwestern Electric Power Co.,164,2010,5,rate_refunds,3882,,-6375113
